udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******03204 Operational,,GPS(TW) BITRATONKI,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Parvathipuram,Buduruvada,,,BITRATONKI GOCHEKKA VILLAGE GOCHEKKA VILL PARVATHIPURAM MANDAL VIZIANAGARAM DIST,535527,ramakrishna[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655246/12,4655246,26/12/2025 14:45,1992
******04301 Closed,Closed,GPS(TW) B K VALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Butalakarrivalasa,,,BUTALAKARRIVALASA KANDULAPADAM BUTALAKARRIVALASA (VILL) BUTALAKARRIVALASA(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535593,,https://kys.udiseplus.gov.in/#/schooldetail/4655784/12,4655784,15/10/2020 12:18,1992
******02604 Operational,,GPS(TW) B MAMIDIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Thonam,,,BORRAMAMIDI VALASA THONAM (VILL) THONAM(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535593,peedikaterejamma[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655752/12,4655752,15/10/2020 12:18,1992
******00901 Operational,,GPS(TW) BOBBILIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Karrivalasa,,,BOBBILIVALASA BOBBILIVALASA (VILL) BOBBILIVALASA(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655942/12,4655942,15/10/2020 12:18,1992
******09701 Operational,,GPS[TW] BODDADUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Sambham,,,BUDDADAGUDA,532440,gpstwbuddaduguda[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651787/12,4651787,15/10/2020 12:18,1992
******01507 Operational,,GPSTW BODDAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Bhamini,Bhamini,,,BODDAGUDA VIL BHAMINI MDL,532456,mrcbhamini143[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651850/12,4651850,20/12/2025 15:53,1992
******03502 Operational,,GPS(TW) BODDAPADU,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Gotturu,,,BODDAPADU BORRAMAMIDI (VILL) BORRAMAMIDI(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655995/12,4655995,15/10/2020 12:18,1992
******03403 Operational,,GPS(TW) BODDAPDU,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Jilleduvalasa,,,BODDAPADU DANDIGAM JILLEDUVALASA (VILL) JILLEDUVALASA(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535593,laxmnl6812[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655763/12,4655763,15/10/2020 12:18,1992
******07702 Operational,,GPS(TW) BODDAVALSA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Komarada,Kambavalasa,,,BODDAVALASA KAMBAVALASA(VILL) R.LAXMIPURAM KAMBAVALASA(VILL) KOMARADA(MANDAL) VIZIANAGARAM (DIST),535521,sreeramasandhya010[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654605/12,4654605,24/12/2025 15:35,1992
******02101 Operational,,GPS(TW) BODDIDI,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Boddidi,,,BODDIDI BODDIDI(B)(VILL) JARNAPNCHAYAT BODDIDI(B)(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535523,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654671/12,4654671,24/12/2025 12:44,1992
******01802 Operational,,GPS(TW) BODDUMANUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Kondabaridi,,,BODDUMANUGUDA KONDABARIDI(VILL) MONDEMKHALLU KONDABARIDI(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,gpsboddamanuguda123[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654856/12,4654856,15/10/2020 12:18,1992
******01603 Operational,,GPS(TW) BODDU SAMANTHULAVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Makkuva,Markondaputti,,,BODDASAMANTHAVALASA MARKONDAPUTTI (VILL) MARKONDAPUTTI(VILL) MAKKUVA(MANDAL) VIZIANAGARAM (DIST),535547,makkuva_meo[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655366/12,4655366,22/12/2025 16:16,1992
******04604 Operational,,GPS(TW) BODDUVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Jiyyammavalasa,Jiyyammavalasa,,,BODDUVALASA JIYYAMMAVALASA (VILL) JIYYAMMAVALASA(VILL) JIYYAMMAVALASA(MANDAL) VIZIANAGARAM (DIST),535526,meojmv[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655081/12,4655081,15/10/2020 12:18,1992
******02001 Operational,,GPS(TW) BORINGIVALSA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Makkuva,Vijayarampuram,,,BORINGIVALASA VIJAYARAMPURAM (VILL) VIJAYARAMPURAM(VILL) MAKKUVA(MANDAL) VIZIANAGARAM (DIST),535547,,https://kys.udiseplus.gov.in/#/schooldetail/4655375/12,4655375,22/12/2025 16:19,1992
******01513 Operational,,GPS(TW) BURJA GUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Bhamini,Maniga,,,BURJAGUDA VIL MANIGA PANCHAYT BHAMINI,532456,mrcbhamini143[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651853/12,4651853,20/12/2025 15:53,1992
******05003 Operational,,GPS[TW] BURJAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Pedarama,,,BURJAGUDA VILLAGE,532440,apparaoarika123[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651736/12,4651736,15/10/2020 12:18,1992
******03902 Operational,,GPS[TW] BURJAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Darapadu,,,BURJAGUDA SEETHAMPETA SRIKAKULAM 532460,532460,seethampetameo[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651702/12,4651702,15/10/2020 12:18,1992
******07602 Operational,,GPS(TW) BURJAVALSA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Komarada,Banjukuppa,,,BURJAVALASA BANJUKUPPA(VILL) RL.PURAM(P.O) BANJUKUPPA(VILL) KOMARADA(MANDAL) VIZIANAGARAM (DIST),535521,komaradameo213[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654603/12,4654603,24/12/2025 15:34,1992
******00103 Operational,,GPSTW BUTCHIMANUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Bhamini,Palavalasa,,,BUTCHIMANUGUDA PALAVALASA (VILL) PALAVALASA(VILL) BHAMINI(MANDAL) SRIKAKULAM,532456,,https://kys.udiseplus.gov.in/#/schooldetail/4651818/12,4651818,20/12/2025 15:43,1992
******06202 Operational,,GPS(TW) BUTTIGANIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Kothavalasa,,,BUTTIGANIVALASA KOTHAVALASA (VILL) KOTHAVALASA(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535591,meosalur[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655817/12,4655817,15/10/2020 12:18,1992
******11302 Operational,,GPS TW CHAKALIGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Kadagandi,,,GPS TW CHAKALIGUDA SEETHAMPETA,532458,raj.rajesh559[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4713745/12,4713745,24/09/2024 17:13,1992
******00401 Operational,,GPS(TW) CHAKIREVUVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Chakirevuvalasa,,,CHAKIREVUVALSA CHAKIREVUVALSA (VILL) CHAKIREVUVALSA(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655927/12,4655927,15/10/2020 12:18,1992
******00603 Operational,,GPS(TW) CHAKKAVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Makkuva,Guntabhadra,,,CHEKKAVALASA GUNTABHADRA (VILL) DUGGERU POST MAKKUVA MANDAL PARVATHIPURAM DIST 535547,535547,krishnaseedarapu6[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655349/12,4655349,22/12/2025 16:14,1992
******04603 Operational,,GPS(TW) CHAPARAIGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Jiyyammavalasa,Pedatolumanda,,,CHAPARAIGUDA JIYYAMMAVALASA (VILL) JIYYAMMAVALASA(VILL) JIYYAMMAVALASA(MANDAL) VIZIANAGARAM (DIST),535594,meojmv[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655078/12,4655078,15/10/2020 12:18,1992
******03503 Operational,,GPS(TW) CHAPARAIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Borramamidi,,,CHAPARAIVALASA BORRAMAMIDI (VILL) BORRAMAMIDI(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535591,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655996/12,4655996,15/10/2020 12:18,1992
******02201 Operational,,GPS(TW) CHAPPAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Chappaguda,,,CHAPPAGUDA CHAPPAGUDA(VILL) PEDAKHARJA(P) CHAPPAGUDA(VILL) G.L.PURAM(MANDAL)MANYAM (DIST),535523,,https://kys.udiseplus.gov.in/#/schooldetail/4654672/12,4654672,31/12/2025 10:42,1992
******02903 Operational,,GPS(TW) CHAPRAIGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Valasaballeru,,,CHAPARAIGUDA (VILL) VALASABALLERU(PO) NEAR GUJJUVAI SIVADA (VILL)KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,biddika58[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654876/12,4654876,15/10/2020 12:18,1992
******07602 Operational,,GPS(TW) CHAPRAIGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Podisa,,,CHAPARAIGUDA VOOSAKONDA(VILL) D L PURAM(BO) VOOSAKONDA(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,pillipravanvika[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654956/12,4654956,15/10/2020 12:18,1992
******04201 Operational,,GPS(TW) CHEEDIGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Tatchidi (Tuttidi),,,CHEEDIGUDA PODI(PO) TALCHIDI(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535524,ramadevitoyaka[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654904/12,4654904,15/10/2020 12:18,1992
******01902 Operational,,GPS(TW) CHEEDIMANUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Rajjali,,,CHEEDIMANUGUDA RAJJALI(V) RK BAI(PO) GL.PURAM RAJJALI(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535523,meo_kpm[at]ymail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654859/12,4654859,15/10/2020 12:18,1992
******00605 Operational,,GPS(TW) CHEEPURUVALSA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Panukuvalasa,,,CHINACHEEPURUVALSA PANUKUVALASA (VILL) PANUKUVALASA(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655932/12,4655932,15/10/2020 12:18,1992
******03002 Operational,,GPS(TW) CHEERIGUDDI,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Kuntambadevalasa,,,CHEERIGUDDI KUNTAMBADEVALASA (VILL) KUNTAMBADEVALASA(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4655986/12,4655986,15/10/2020 12:18,1992
******01202 Operational,,GPS(TW) CHELLURUVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Chinavootagedda,,,CHELLURUVALASA CHINA VOOTAGEDDA (VILL) CHINA VOOTAGEDDA(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535547,,https://kys.udiseplus.gov.in/#/schooldetail/4655725/12,4655725,15/10/2020 12:18,1992
******05101 Closed,Closed,GPS(TW) CHEMUDIPATIPALEM,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Chemidipatipolam,,,CHEMUDIPATIPALEM CHEMUDIPATIPALEM (VILL) CHEMIDIPATIPOLAM(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535547,,https://kys.udiseplus.gov.in/#/schooldetail/4655795/12,4655795,18/08/2024 18:26,1992
******00203 Operational,,GPS(TW) CHILAKAMENDANGI,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Makkuva,Mendangi,,,CHILAKAMENDANGI MENDANGI (VILL) MENDANGI(VILL) MAKKUVA(MANDAL) VIZIANAGARAM (DIST),535547,meomakkuva[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655343/12,4655343,22/12/2025 15:55,1992
******00306 Operational,,GPS[TW] CHINABAGGA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Marripadu,,,MARRIPADU SEETHAMPETA SRIKAKULAM 532455,532455,cbg306[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4651661/12,4651661,15/10/2020 12:18,1992
******06901 Operational,,GPS[TW] CHINAKAMBA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Chinakamba,,,CHINAKAMBA (VILL) SEETHAMPETA (MNDL) CHINAKAMBA(VILL) SEETHAMPETA(MANDAL) SRIKAKULAM,532443,,https://kys.udiseplus.gov.in/#/schooldetail/4651757/12,4651757,15/10/2020 12:18,1992
******05501 Operational,,GPS(TW) CHINAKHERJALA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Komarada,Chinakherjala,,,CHINAKHERJALA CH.KHERJALA(VILL) LN.VALASA(P) CHINAKHERJALA(VILL) KOMARADA(MANDAL) VIZIANAGARAM (DIST),535521,,https://kys.udiseplus.gov.in/#/schooldetail/4654577/12,4654577,24/12/2025 15:24,1992
******08301 Operational,,GPS(TW) CHINARAVIKONA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Chinaravikona,,,CHINARAVIKONA CH R KONA(VILL) R GADAJAMMU(P) CHINARAVIKONA(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535524,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654761/12,4654761,31/12/2025 10:16,1992
******09001 Operational,,GPS(TW) CHINAVANKADHARA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Chinavankadhara,,,CHINAVANKADHARA CH V DHARA(VILL) BOBBIDI(POST) CHINAVANKADHARA(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535523,Sch28120209001[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654771/12,4654771,24/12/2025 12:49,1992
******02003 Operational,,GPSTW CHINTALAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Bhamini,Kosali,,,CHINTALA GUDA(VILL) KOSALI(Revenue villll) PEDDADIMILI(POST)BHAMINI(MANDAL) MANYAM,532455,,https://kys.udiseplus.gov.in/#/schooldetail/4651728/12,4651728,20/12/2025 15:52,1992
******07301 Operational,,GPS(TW) CHINTALAKORIDI,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Chinthalakoridi,,,CHINTHALAKORIDI CH KORIDI(V) PEDAGOTTILI MM.KHALI CHINTHALAKORIDI(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,gpstwchkoridi7301[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654952/12,4654952,15/10/2020 12:18,1992
******00702 Operational,,GPS(TW) CHINTALAVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Masikachintala Valasa,,,CHINTALA VALASA CHINTALA VALASA (VILL) CHINTALA VALASA(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535593,,https://kys.udiseplus.gov.in/#/schooldetail/4655718/12,4655718,15/10/2020 12:18,1992
******08006 Operational,,GPS(TW) CHINTAMANUGUD,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Dharmalalaxmipuram,,,CHINTHAMANUGUDA JUMBIRI(VILL) M.KHALLU(SO) DL PURA(VIA) JUMBIRI(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,,https://kys.udiseplus.gov.in/#/schooldetail/4654974/12,4654974,15/10/2020 12:18,1992
******02002 Operational,,GPS(TW) CHINTAMANUGUD,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Dummangi,,,CHINTAMANUGUDA KUKKIDI VILL G.L.PURAM(MANDAL) MANYAM(DIST),535523,kondagorrirajarao[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654668/12,4654668,31/12/2025 10:41,1992
******01203 Operational,,GPS(TW) CHINTAMANUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Kedaripuram,,,CHINTHAMANUGUDA KEDARIPURAM (VILL POST) KEDARIPURAM(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535523,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654652/12,4654652,31/12/2025 10:11,1992
******05401 Operational,,GPS(TW) CHITTIPURAM,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Pachipenta,Chittipuram,,,CHITTIPURAM CHITTIPURAM (VILL) CHITTIPURAM(VILL) PACHIPENTA(MANDAL) VIZIANAGARAM (DIST),535592,meo_pcp[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4656046/12,4656046,15/10/2020 12:18,1992
******02501 Operational,,GPS(TW) CH J BHADRA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Chaparayi Jangidibhadra,,,CHAPARAYI JANGIDIBHADRA C J BHADRA (VILL) TADIKONDA(P) CHAPARAYI JANGIDIBHADRA(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535523,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654674/12,4654674,31/12/2025 10:46,1992
******01403 Operational,,GPS (TW) CH JOLA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Mantikonda,,,CHINNATIJOLA,535534,,https://kys.udiseplus.gov.in/#/schooldetail/4654843/12,4654843,15/10/2020 12:18,1992
******05503 Operational,,GPS(TW) CH KOMMUVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Sivannapeta,,,CHERUVUKOMMUVALASA SIVANNAPETA (VILL&POST) SIVANNAPETA(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535524,meo_kpm[at]ymail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654917/12,4654917,15/10/2020 12:18,1992
******03114 Operational,,GPS(TW) CHOKKAPUVANIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Parvathipuram,Dokiseela,,,SANGAMVALASA DOKISEELA (VILL) DOKISEELA (VILL) PARVATHIPURAM(MANDAL) VIZIANAGARAM (DIST),535527,dattatreya[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655241/12,4655241,26/12/2025 14:44,1992
******09302 Operational,,GPS(TW) CHORUPALLE,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Chorupalle,,,CHORUPALLE CHORUPALLE (VILL) JARNA(POST) CHORUPALLE(VILL) G.L.PURAM(MANDAL) VIZIANAGARAM (DIST),535523,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654775/12,4654775,24/12/2025 12:34,1992
******02604 Operational,,GPS(TW) CH THOLUMANDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Jiyyammavalasa,Alamanda,,,CHINTHOLUMANDA (VILL) JIYYAMMAVALASA(MANDAL) VIZIANAGARAM (DIST),535526,,https://kys.udiseplus.gov.in/#/schooldetail/4650163/12,4650163,15/10/2020 12:18,1992
******00801 Operational,,GPS TW DABARA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Seethampeta,Darapadu,,,DABARA SEETHAMPETA mandal,532460,meoseethampeta13[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4713728/12,4713728,29/07/2024 18:21,1992
******05203 Operational,,GPS (TW) DABBALAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Gummalakshmipuram,Dabbaliguda,,,DABBALAGUDA GLPURAM PARVATHIPURAM,535523,mrcglpm[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654711/12,4654711,31/12/2025 10:13,1992
******07702 Operational,,GPS(TW) DABBAMANUGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Dandusura,,,DABBAMANUGUDA (VILL) NEELAKANTAPURAM MONDEMKHALLU DANDUSURA NEAR N K PURAM(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,gpstwdabbamanuguda7702[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4654958/12,4654958,19/09/2024 11:26,1992
******05703 Operational,,GPS(TW) DALAIVALASA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Salur,Kurukutti,,,DALAIVALASA KURUKUTTI (VILL) KURUKUTTI(VILL) SALURU(MANDAL) VIZIANAGARAM (DIST),535593,pilliravi1818[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4655803/12,4655803,15/10/2020 12:18,1992
******07701 Operational,,GPS(TW) DANDUSURAGUDA,,,,Andhra Pradesh,1-Primary,31-GOVT TW DEPT.PRIMARY SCHOOLS,1 To 5,3-Co-educational,1-Rural,Kurupam,Dandusura,,,DANDUSURAGUDA DANDUSURA(V) VOOSAKONDA(PO) MKL(SO) DANDUSURA NEAR N K PURAM(VILL) KURAPAM(MANDAL) VIZIANAGARAM (DIST),535534,dandusuraguda[at]gmail[dot]con,https://kys.udiseplus.gov.in/#/schooldetail/4654957/12,4654957,15/10/2020 12:18,1992
