udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******00634 Closed,Closed,BHARATIYA VIDYA MANDIR UPS GUDUR,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Gudur (M) - Ward No.7,Gudur (kurnool)-Town Panchayat,gudur village kurnool district,518466,,https://kys.udiseplus.gov.in/#/schooldetail/4697868/12,4697868,09/05/2022 13:34,2725
******91360 Operational,,BHARGAV EM.UP SCHOOL ADONI,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.17,Adoni-Municipality,skd colony,518301,ramadurgam999[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699714/12,4699714,21/04/2023 15:31,2725
******00922 Operational,,BHARGHAVA ROYAL EM SCHOOL C BELAGAL,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 9,3-Co-educational,1-Rural,C.Belagal,C.Belagal,,,MAIN ROAD C BELAGAL VILLAGE AND MANDAL,518462,allamvenkataswami[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697831/12,4697831,12/09/2025 13:13,2725
******90190 Operational,,BHARPET ADI ANDHRA MPL PS ADONI,,,,Andhra Pradesh,1-Primary,34-MUNCIPAL,1 To 5,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.3,Adoni-Municipality,BHARPET HARIJANA VEEDHI ADONI ADONI (M)(VILLAGE) ADONI(MANDAL) KURNOOL(DIST),518301,navyakrishnaa9963[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699659/12,4699659,13/01/2023 11:38,2725
******90125 Operational,,BHARPET HINDU BOYS MPL PS ADONI,,,,Andhra Pradesh,1-Primary,34-MUNCIPAL,1 To 5,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.24,Adoni-Municipality,CARVANPET ADONI ADONI (M)(VILLAGE) ADONI(MANDAL) KURNOOL(DIST),518301,,https://kys.udiseplus.gov.in/#/schooldetail/4699597/12,4699597,21/05/2022 12:15,2725
******90124 Operational,,BHARPET HINDU GIRLS MPL PS ADONI,,,,Andhra Pradesh,1-Primary,34-MUNCIPAL,1 To 5,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.3,Adoni-Municipality,3rd WARD ADONI ADONI (M)(VILLAGE) ADONI(MANDAL) KURNOOL(DIST),518301,budidajhonsi[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699596/12,4699596,15/10/2020 12:18,2725
******00153 Operational,,"BHASHYAM EGLISH MEDIUM SCHOOL,ADITYA NAGAR,KRISHNA NAGAR,KALLUR",,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 27,Kurnool-Municipal Corporations,"ADITYA NAGAR,KALLUR MANDAL,KURNOOL DIST",518002,principal.kurnool4[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4720555/12,4720555,23/12/2025 20:13,2725
******00277 Operational,,BHASHYAM EM HS WEAVERS COLONY YEMMIGANUR,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Yemmiganur Ward No. 26,Yemmiganur-Municipality,weavers colony,518360,kavitha.machani[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4699281/12,4699281,15/10/2020 12:18,2725
******00276 Operational,,BHASHYAM EM PS WEAVERS COLONY YEMMIGANUR,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Yemmiganur Ward No. 26,Yemmiganur-Municipality,WEAVERS COLONY,518360,meo.yemmiganur[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699280/12,4699280,16/06/2023 15:21,2725
******00422 Operational,,BHASHYAM EM UP SCHOOL RAMJALA ROAD ADONI,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.2,Adoni-Municipality,ARUNJYOTHI NAGAR 1st WARD ADONI (M) KURNOOL(DIST),518301,principal.ad2[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4720836/12,4720836,23/08/2024 12:52,2725
******91238 Operational,,"BHASHYAM H.S, NR PETA",,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,SANKAL BAGH N.R.PET KURNOOL KURNOOL (MCORP)-3(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518004,principal.kurnool1[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4698190/12,4698190,25/10/2024 19:43,2725
******91357 Operational,,BHASHYAM PUBLIC HS ADONI,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.21,Adoni-Municipality,ADONI 2 ADONI ADONI MANDAL KURNOOL (DIST),518301,principal.adoni[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4699711/12,4699711,15/10/2020 12:18,2725
******00490 Operational,,BHASHYAM PUBLIC SCHOOL DR COLONY KALLUR,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 21,Kurnool-Municipal Corporations,DOCTORS COLONY B.CAMP KALLUR(VILLAGE) KALLUR(MANDAL) KURNOOL(DIST),518002,ramprasad.k[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4698913/12,4698913,22/12/2025 10:43,2725
******00488 Operational,,BHASHYAM PUBLIC SCHOOL DR COLONY KALLUR,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 21,Kurnool-Municipal Corporations,DOCTOR S COLONY B.CAMP KALLUR(VILLAGE) KALLUR(MANDAL) KURNOOL(DIST),518002,ramprasad.k[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4698911/12,4698911,22/12/2025 10:43,2725
******91355 Operational,,BHASHYAM PUBLIC SCHOOL PS ADONI,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.21,Adoni-Municipality,ADONI 2 ADONI ADONI MANDAL KURNOOL (DIST),518301,principal.adoni[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4699709/12,4699709,21/04/2023 15:31,2725
******00305 Operational,,BHASKAR EM UP SCHOOL IRANBANDA B CENTRE,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Devanakonda,Palakurthy,,,IRANBANDA B devanakodna mandal kurnool district,518463,,https://kys.udiseplus.gov.in/#/schooldetail/4719596/12,4719596,23/12/2025 21:46,2725
******91403 Operational,,BHASYAM ELEMENTARY SCHOOL N.R PETAKURNOOL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,43/253-3-1/50 N R PETA,518004,kurnool1champs[at]bhashyam[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4698267/12,4698267,25/10/2024 19:43,2725
******01024 Operational,,BHASYAM EM UP SCHOOL BALAJI NAGAR,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 39,Kurnool-Municipal Corporations,BALAJI NAGAR NEAR POST OFFICE,518006,,https://kys.udiseplus.gov.in/#/schooldetail/4697937/12,4697937,21/12/2025 15:37,2725
******91308 Permanently Closed,,BHAVANA UPS KOTHAPETA KURNOOL,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,NA,518001,,https://kys.udiseplus.gov.in/#/schooldetail/4717331/12,4717331,25/10/2024 19:43,2725
******02403 Operational,,BHAVITHA EM UPS CHINNAPENDIKAL ADN,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Adoni,Chinnapendekal,,,CH PENDEKAL,518301,,https://kys.udiseplus.gov.in/#/schooldetail/4699504/12,4699504,21/04/2023 15:31,2725
******02207 Operational,,BHAVITHA ENGLISH MEDIUM SCHOOL JOHARAPURAM,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 18,Kurnool-Municipal Corporations,HNO 69/589 A JOHARAPURAM KURNOOL 2 518002,518002,bhavithaenglishhighschool[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697983/12,4697983,21/12/2025 15:39,2725
******02203 Operational,,BHAVITHA UP SCHOOL JOHARAPURAM,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 18,Kurnool-Municipal Corporations,69/589-A JOHARAPURAM KURNOOL KURNOOL 518002,518002,bhavithaenglishhighschool[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697979/12,4697979,25/10/2024 19:43,2725
******00124 Operational,,BIRLA OPEN MINDS SCHOOL NARNOOR,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,39-Pvt.Unaided (CBSE Syllabus),1 To 10,3-Co-educational,1-Rural,Orvakal,Nannur,,,"nannur,orvakal mandal",518002,principal.kurnool[at]birlaopenminds[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4721085/12,4721085,13/09/2024 12:06,2725
******01689 Operational,,"BJR EM HIGH SCHOOL, ALUR",,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,1-Rural,Alur,Alur,,,ADONI ROAD ALUR VILLAGE AND MANDAL,518395,,,,22/12/2025 13:11,2725
******01126 Operational,,"BLOOMING BUDS EM UP SCHOOL, HAVANAPETA, ADONI",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.2,Adoni-Municipality,"BLOOMING BUDS EM UP SCHOOL, NEAR METHER MASJID, HAVANNAPETA, AODNI",518301,,https://kys.udiseplus.gov.in/#/schooldetail/4721639/12,4721639,10/09/2024 10:35,2725
******91478 Permanently Closed,,BLOOMS EM SCHOOL CHATRI BAGH MASJID KNL,,,,Andhra Pradesh,1-Primary,61-Unrecognised Schools,1 To 5,3-Co-educational,9-NA,NA,,,,NA,518001,,https://kys.udiseplus.gov.in/#/schooldetail/4698326/12,4698326,25/10/2024 19:43,2725
******00211 Operational,,BLOSSOM KIDS EM SCHOOL GANDHI NAGAR,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Yemmiganur Ward No. 27,Yemmiganur-Municipality,1/2386-8 NEW INDIRA NAGAR YEMMIGANUR,518360,blossomsygr[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699234/12,4699234,16/06/2023 15:21,2725
******91418 Operational,,"BLUE BELLS EM UPS, CHITTARI STREET",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 7,Kurnool-Municipal Corporations,36-170-170-1 CHITTARI STREET KURNOOL,518001,bluebellsschool.kurnool[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698274/12,4698274,25/10/2024 19:43,2725
******91440 Operational,,BOSU REDDYSAYUDHA POLICE VIDYANIKETHAN HS SAPCAMP KNL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 42,Kurnool-Municipal Corporations,APSP CAMP KURNOOL,518001,sayudhapolicevidyanikethan[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698297/12,4698297,25/10/2024 19:43,2725
******91186 Operational,,B.R AMBEDKAR MEMO MCHS JOHARAPURAM KURNOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,34-MUNCIPAL,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 18,Kurnool-Municipal Corporations,JOHARAPURAM KURNOOL KURNOOL (MCORP)-2(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518002,brammchs[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698152/12,4698152,21/06/2025 10:08,2725
******90560 Operational,,"BREAK THROUGH EM PRIMARY SCHOOL SHAREEN NAGAR,KURNOOL",,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 30,Kurnool-Municipal Corporations,Shareen Nagar Kurnool,518002,roselin.stanley10[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699056/12,4699056,23/12/2025 20:51,2725
******90589 Operational,,BREAK THROUGH EM SCHOOL SHAREEN NAGAR,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 30,Kurnool-Municipal Corporations,Shareen Nagar Kurnool,518002,hob.kurnool[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699085/12,4699085,23/12/2025 20:45,2725
******91490 Operational,,BRILLIANT EM HIGH SCHOOL AZEEMUDDIN NAGAR KURNOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 45,Kurnool-Municipal Corporations,45/24-K-46-10-A-1-2 AZEEMUDDIN NAGAR KURNOOL-3,518003,bems2005[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697273/12,4697273,25/10/2024 19:43,2725
******01816 Operational,,"BRILLIANT EM UP SCHOOL, KODUMUR",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Kodumur,Kodumur,,,GOLLA VEEDI KODUMUR KODUMUR MANDAL,518464,brilliantemschool2025[at]gmail[dot]com,,,20/12/2025 12:02,2725
******01230 Operational,,"BRILLIANT ENGLISH MEDUIM SCHOOL, KUMMARI STREET, GUDUR",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 8,3-Co-educational,2-Urban,NA,,Gudur (M) - Ward No.15,Gudur (kurnool)-Town Panchayat,"BRILLIANT ENGLISH MEDUIM SCHOOL, KUMMARI STREET, GUDUR",518466,,https://kys.udiseplus.gov.in/#/schooldetail/4721739/12,4721739,13/06/2025 16:47,2725
******01313 Operational,,"BRILLIANT MINDS EM UP SCHOOL,VENKANNAPETA, ADONI",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.2,Adoni-Municipality,"BRILLIANT MINDS EM UP SCHOOL,20-388,VENKANNAPETA, ADONI",518301,,https://kys.udiseplus.gov.in/#/schooldetail/4721755/12,4721755,10/09/2024 10:40,2725
******91392 Operational,,BRILLIANT UP SCHOOL AZEEMUDDIN NAGARKNL,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 45,Kurnool-Municipal Corporations,45/24-K-46-10-A-1-2 AZEEMUDDIN NAGAR KURNOOL-3,518003,bems2005[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698256/12,4698256,25/10/2024 19:43,2725
******91218 Operational,,B.V.R. E.M H S VIDYA NAGAR KURNOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 13,Kurnool-Municipal Corporations,VIDYA NAGAR 40-376 KURNOOL KURNOOL (MCORP)-3(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518001,bvremhs[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698178/12,4698178,25/10/2024 19:43,2725
******90596 Operational,,B.V.R.ENGLISH MEDIUM SCHOOL 31ST WARD KURNOOL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 13,Kurnool-Municipal Corporations,31st WARD 40-376 VIDYANAGAR KURNOOL KURNOOL (MCORP)(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518001,bvremhs[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698104/12,4698104,25/10/2024 19:43,2725
******00472 Operational,,CAMBRIDGE E.M SCHOOL KALLUR,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 30,Kurnool-Municipal Corporations,KALLUR KALLUR KALLUR(VILLAGE) KALLUR(MANDAL) KURNOOL(DIST),518004,cambridgeenglishschool2020[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698899/12,4698899,21/12/2025 12:38,2725
******90483 Operational,,CAMBRIDGE ENG PS,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 30,Kurnool-Municipal Corporations,PARVATHI NAGAR KALLUR KALLUR(VILLAGE) KALLUR(MANDAL) KURNOOL(DIST),518002,cambridgeenglishschool2020[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699017/12,4699017,23/12/2025 14:23,2725
******02304 Permanently Closed,,CATTAMANCHI RAMALINGAREDDY SCHOOL DINNEDEVARAPADU,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,1-Rural,Kurnool,Dinnadevarapadu (Og),,,NA,518002,,https://kys.udiseplus.gov.in/#/schooldetail/4717308/12,4717308,25/10/2024 19:43,2725
******91111 Permanently Closed,,CATTAMANCHI RAMALINGA REEDY P S RAVI PRAKASH BUILDING KURNOOL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,9-NA,NA,,,,NA,518001,,https://kys.udiseplus.gov.in/#/schooldetail/4698110/12,4698110,25/10/2024 19:43,2725
******91493 Closed,Closed,CEPHAS JUNIOR COLLEGE BHAGYA NAGAR KURNOOL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 13,Kurnool-Municipal Corporations,NA,518003,,https://kys.udiseplus.gov.in/#/schooldetail/4717348/12,4717348,25/10/2024 19:43,2725
******02309 Closed,Closed,CETTAMANCHI RAMALINGA REDDY SCHOOL DINNEDEVARAPADU,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,1-Rural,Kurnool,Dinnadevarapadu (Og),,,P B NO 8 DINNEDEVARAPADU DINNEDEVARAPADU(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518002,cattamanchiicon[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697991/12,4697991,09/08/2024 21:14,2725
******00808 Operational,,CHAITANAYA UPPER PRIMARY SCHOOL MADDIKERA,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Maddikera (East),Maddikera (East),,,near post office maddikera kurnool -518385,518385,dlkanth07[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701927/12,4701927,16/06/2023 15:21,2725
******91301 Permanently Closed,,CHAITANYA VIDYA NIKETAN BEHIND MARKET KURNOOL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,9-NA,NA,,,,NA,518001,,https://kys.udiseplus.gov.in/#/schooldetail/4717329/12,4717329,25/10/2024 19:43,2725
******90535 Closed,Closed,CHAITANYA VIDYANIKETHAN HIGH SCHOOLRAGHAVENDRA NAGARKALLUR,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 29,Kurnool-Municipal Corporations,kallur -3 kallur,518002,,https://kys.udiseplus.gov.in/#/schooldetail/4699039/12,4699039,15/10/2020 12:18,2725
******90598 Operational,,CHAND VOCATIONAL JUNIOR COLLEGE BCAMP KURNOOL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 23,Kurnool-Municipal Corporations,HOUSING BOARD DOCTORS COLONY KALLURU MANDAL KURNOOL,518002,principalchnadcollege10020[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719578/12,4719578,23/12/2025 15:32,2725
******01103 Operational,,CHARLY PRIMARY SCHOOL ORVAKAL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,1-Rural,Orvakal,Orvakal,,,ORVAKAL ORVAKAL ORVAKAL(VILLAGE) ORVAKAL(MANDAL) KURNOOL(DIST),518010,,https://kys.udiseplus.gov.in/#/schooldetail/4698831/12,4698831,16/06/2023 15:21,2725
******91042 Operational,,CHATTANYA VIDYA MANDIR MUNEPPA NAGAR,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Yemmiganur (M) - Ward No.18,Yemmiganur-Municipality,"CHUNNAMBATTI AREA, KURNOOL ROAD., YEMMIGANUR (MANDAL) KURNOOL(DIST), AP, INDIA",518360,khasimymg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699376/12,4699376,09/09/2024 12:16,2725
******91203 Operational,,CHINMAYA MISSION VIDYALAY N.R.PETA KURNOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,N.R.PETA T G V BHAVAN KURNOOL KURNOOL (MCORP)-3(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518004,kalyanadurgamswarnalatha[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698165/12,4698165,25/10/2024 19:43,2725
******90581 Operational,,CHINMAYA MISSION VIDYALYA N.R.PETA KURNOOL,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,42nd WARD T G C BHAVANM N R PETA KURNOOL (MCORP)(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518004,kalyanadurgamswarnalatha[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698090/12,4698090,25/10/2024 19:43,2725
******91315 Operational,,CHINMAYA VIDYALAYA HS ADONI,,,,Andhra Pradesh,7-Upper Pr. and Secondary,39-Pvt.Unaided (CBSE Syllabus),6 To 10,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.20,Adoni-Municipality,NEAR SBI RAILWAY STATION ROAD ADONI (M)-2(VILLAGE) ADONI(MANDAL) KURNOOL(DIST),518301,chinmaya.adn[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698608/12,4698608,15/10/2020 12:18,2725
******91342 Operational,,CHINMAYA VIDYALAYA PS ADONI,,,,Andhra Pradesh,1-Primary,39-Pvt.Unaided (CBSE Syllabus),1 To 5,3-Co-educational,2-Urban,NA,,Adoni (M) - Ward No.20,Adoni-Municipality,Near SBI Railway Station Road Adoni Kurnool Dist,518301,chinmaya.adn[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699698/12,4699698,06/08/2024 22:14,2725
******91474 Operational,,CHRIST CHURCH SCHOOL KURNOOL,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 13,Kurnool-Municipal Corporations,"CHILDREN PARK, KURNOOL",518001,immanuelperumalla[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698322/12,4698322,21/12/2025 16:02,2725
******03908 Operational,,C.MALLIKARJUNA VIDYALAYA HS ADONI,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,1-Rural,Adoni,Mandagiri (Rural),,,ARTS COLLEGE COMPOUND MANDAGIRI ADONI KURNOOL DISTRICT,518302,cmv.school1991[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699549/12,4699549,15/10/2020 12:18,2725
******03904 Operational,,C MALLIKARJUNA VIDYALAYAM PS ADONI,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,1-Rural,Adoni,Mandagiri (Rural),,,ARTS AND SCIENCE COLLEGE COMPOUND MANDAGIRI ADONI KURNOOL DISTRICT,518302,cmv.school1991[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699546/12,4699546,16/06/2023 15:21,2725
******91191 Operational,,COLES MEMORIAL HS 39TH WARD KURNOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,35-Pvt.Aided,6 To 10,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 50,Kurnool-Municipal Corporations,39th WARD COLES COLLEGE KURNOOL KURNOOL (MCORP)-2(VILLAGE) KURNOOL(MANDAL) KURNOOL(DIST),518001,colesmemorial94[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697075/12,4697075,25/10/2024 19:43,2725
******90569 Permanently Closed,,COLES P.S 31ST WARD KURNOOL,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 13,Kurnool-Municipal Corporations,NA,518004,,https://kys.udiseplus.gov.in/#/schooldetail/4696991/12,4696991,25/10/2024 19:43,2725
******90599 Operational,,CONQUER VOCATIONAL JUNIOR COLLEGE C AMP KURNOOL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Kurnool Ward No. 23,Kurnool-Municipal Corporations,H NO 87-988 RAJESWARI NAGAR NANDYAL ROAD KURNOOL,518002,principalconquercollege10052[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719579/12,4719579,23/12/2025 20:11,2725
******00340 Operational,,"CRESCENT EM HS, KODUMUR",,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,1-Rural,Kodumur,Kodumur,,,KODUMUR KODUMUR KODUMUR(VILLAGE) KODUMUR(MANDAL) KURNOOL(DIST),518464,crescent476[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699127/12,4699127,10/05/2022 10:31,2725
